Manning's n,Overbank flow coefficient,Overbank flow power-law exponent,Stage at Q = 0 [m],Bank height [m],SD: Manning's n,SD: Overbank flow coefficient,SD: Overbank flow power-law exponent,SD: Stage at Q = 0 [m],SD: Bank height [m],Fit RMSE [m^3/s]
0.03381197169092313,150.25730355725372,1.614456334270969,0.4715526331604991,5.7762906638236835,1.8348517124957386e-13,215554.3488639194,3.6979789054900506e-05,4.003871428883873e-06,0.00012188999297260255,44.60233884941241
