Manning's n,Overbank flow coefficient,Overbank flow power-law exponent,Stage at Q = 0 [m],Bank height [m],SD: Manning's n,SD: Overbank flow coefficient,SD: Overbank flow power-law exponent,SD: Stage at Q = 0 [m],SD: Bank height [m],Fit RMSE [m^3/s]
0.03134179977457191,6.268324234475385,3.174558562952486e-06,1.3582475206415523,0.4984599005748985,1.5015861641954606e-12,1668.3070442020864,0.06584612335909905,9.109368686444832e-10,7.955174491548861e-13,0.4453512794803095
