Manning's n,Floodplain discharge coefficient,Floodplain discharge exponent,Stage at Q = 0 [m],Bank height [m],Channel width [m],Channel slope,SD: Manning's n,SD: Floodplain discharge coefficient,SD: Floodplain discharge exponent,SD: Stage at Q = 0 [m],SD: Bank height [m],SD: Channel width [m],SD: Channel slope,Fit RMSE [m^3/s],Use flow depth instead of Rh
0.02435143556987649,26.39705463090706,1.9430053237384557,0.6726047395734595,2.298766795298228,76.0000000980689,0.0002,0.0010455154159316241,548378.018608001,0.07995513712578799,0.021187823063388622,0.23684857062614006,61842955544.44907,0,9.111240158098024,False
